15.26,14.84,0.871,5.763,3.312,2.221,5.22
14.29,14.09,0.905,5.291,3.337,2.699,4.825
14.38,14.21,0.8951,5.386,3.312,2.462,4.956
14.69,14.49,0.8799,5.563,3.259,3.586,5.219
14.11,14.1,0.8911,5.42,3.302,2.7,5
16.44,15.25,0.888,5.884,3.505,1.969,5.533
14.03,14.16,0.8796,5.438,3.201,1.717,5.001
13.78,14.06,0.8759,5.479,3.156,3.136,4.872
14.59,14.28,0.8993,5.351,3.333,4.185,4.781
14.7,14.21,0.9153,5.205,3.466,1.767,4.649
14.11,14.26,0.8722,5.52,3.168,2.688,5.219
15.88,14.9,0.8988,5.618,3.507,0.7651,5.091
14.11,14.18,0.882,5.541,3.221,2.754,5.038
13.45,14.02,0.8604,5.516,3.065,3.531,5.097
13.16,13.82,0.8662,5.454,2.975,0.8551,5.056
15.49,14.94,0.8724,5.757,3.371,3.412,5.228
13.94,14.17,0.8728,5.585,3.15,2.124,5.012
17.08,15.38,0.9079,5.832,3.683,2.956,5.484
14.8,14.52,0.8823,5.656,3.288,3.112,5.309
14.28,14.17,0.8944,5.397,3.298,6.685,5.001
13.54,13.85,0.8871,5.348,3.156,2.587,5.178
13.16,13.55,0.9009,5.138,3.201,2.461,4.783
15.5,14.86,0.882,5.877,3.396,4.711,5.528
13.8,14.04,0.8794,5.376,3.155,1.56,4.961
14.99,14.56,0.8883,5.57,3.377,2.958,5.175
14.79,14.52,0.8819,5.545,3.291,2.704,5.111
14.86,14.67,0.8676,5.678,3.258,2.129,5.351
14.49,14.61,0.8538,5.715,3.113,4.116,5.396
15.03,14.77,0.8658,5.702,3.212,1.933,5.439
14.92,14.43,0.9006,5.384,3.412,1.142,5.088
15.38,14.77,0.8857,5.662,3.419,1.999,5.222
12.11,13.47,0.8392,5.159,3.032,1.502,4.519
11.42,12.86,0.8683,5.008,2.85,2.7,4.607
11.23,12.63,0.884,4.902,2.879,2.269,4.703
14.01,14.29,0.8625,5.609,3.158,2.217,5.132
17.63,15.98,0.8673,6.191,3.561,4.076,6.06
19.11,16.26,0.9081,6.154,3.93,2.936,6.079
17.32,15.91,0.8599,6.064,3.403,3.824,5.922
18.94,16.49,0.875,6.445,3.639,5.064,6.362
17.12,15.55,0.8892,5.85,3.566,2.858,5.746
16.53,15.34,0.8823,5.875,3.467,5.532,5.88
20.2,16.89,0.8894,6.285,3.864,5.173,6.187
19.57,16.74,0.8779,6.384,3.772,1.472,6.273
19.51,16.71,0.878,6.366,3.801,2.962,6.185
18.98,16.66,0.859,6.549,3.67,3.691,6.498
20.1,16.99,0.8746,6.581,3.785,1.955,6.449
18.81,16.29,0.8906,6.272,3.693,3.237,6.053
18.36,16.52,0.8452,6.666,3.485,4.933,6.448
16.87,15.65,0.8648,6.139,3.463,3.696,5.967
19.31,16.59,0.8815,6.341,3.81,3.477,6.238
18.98,16.57,0.8687,6.449,3.552,2.144,6.453
18.17,16.26,0.8637,6.271,3.512,2.853,6.273
18.72,16.34,0.881,6.219,3.684,2.188,6.097
17.99,15.86,0.8992,5.89,3.694,2.068,5.837
19.18,16.63,0.8717,6.369,3.681,3.357,6.229
18.95,16.42,0.8829,6.248,3.755,3.368,6.148
18.83,16.29,0.8917,6.037,3.786,2.553,5.879
18.45,16.12,0.8921,6.107,3.769,2.235,5.794
19.13,16.31,0.9035,6.183,3.902,2.109,5.924
20.97,17.25,0.8859,6.563,3.991,4.677,6.316
19.06,16.45,0.8854,6.416,3.719,2.248,6.163
20.03,16.9,0.8811,6.493,3.857,3.063,6.32
20.24,16.91,0.8897,6.315,3.962,5.901,6.188
18.14,16.12,0.8772,6.059,3.563,3.619,6.011
18.43,15.97,0.9077,5.98,3.771,2.984,5.905
15.99,14.89,0.9064,5.363,3.582,3.336,5.144
18.3,15.89,0.9108,5.979,3.755,2.837,5.962
15.56,14.89,0.8823,5.776,3.408,4.972,5.847
15.6,15.11,0.858,5.832,3.286,2.725,5.752
16.23,15.18,0.885,5.872,3.472,3.769,5.922
